# stan_version_major = 2
# stan_version_minor = 37
# stan_version_patch = 0
# model = bernoulli_model
# start_datetime = 2025-12-19 18:49:09 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = bernoulli.data.json
# init = 2 (Default)
# random
#   seed = 1058755528 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.37.0-172-g8d78669
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 0.885972
# Diagonal elements of inverse mass matrix:
# 0.492229
-7.7154251,1,0.88597205,1,1,0,7.9164858,0.10743983
-7.3118524,1,0.88597205,2,3,0,7.6709026,0.13506952
-7.0754248,1,0.88597205,1,1,0,7.2844292,0.15895116
-7.0519226,0.91298773,0.88597205,2,3,0,8.1567466,0.35472081
-7.0519226,0.68079076,0.88597205,1,3,0,8.976777,0.35472081
-7.2026458,0.62127362,0.88597205,2,3,0,9.8459071,0.14502983
-9.1210481,0.89606298,0.88597205,2,3,0,9.1232088,0.55952053
-7.983742,1,0.88597205,1,1,0,8.9601098,0.47044962
-7.9063104,1,0.88597205,2,7,0,7.9360272,0.097532588
-7.5614838,1,0.88597205,1,1,0,7.8978146,0.11668556
-7.332602,1,0.88597205,2,3,0,7.5640039,0.13333454
-7.4805186,0.98101753,0.88597205,1,1,0,7.5300875,0.12211602
-7.5085571,0.99654525,0.88597205,1,1,0,7.6120585,0.12018532
-7.2719682,1,0.88597205,1,1,0,7.5019617,0.13853645
-6.8202542,0.98896476,0.88597205,1,3,0,7.2481053,0.20460968
-6.8974626,0.98591274,0.88597205,1,1,0,6.8986656,0.18614163
-6.8293025,0.97345921,0.88597205,1,3,0,7.1767433,0.30250189
-6.8693925,0.99014656,0.88597205,1,1,0,6.8805561,0.31467189
-6.8700719,0.99983016,0.88597205,1,1,0,6.8989903,0.31486044
-7.4984457,0.73453156,0.88597205,2,7,0,8.5638048,0.1208752
-6.9438644,0.9134292,0.88597205,1,3,0,8.5019493,0.33307555
-7.2772294,0.77722498,0.88597205,1,3,0,8.2739856,0.13806867
-10.460661,0.85717815,0.88597205,2,3,0,10.513661,0.63637846
-7.5447934,1,0.88597205,1,1,0,9.6261267,0.4246888
-7.7626464,0.93980512,0.88597205,1,1,0,7.9333124,0.44861271
-7.5018646,0.68711913,0.88597205,2,3,0,10.133678,0.41961969
-6.7738937,0.96087038,0.88597205,2,3,0,7.7783449,0.27912572
-7.5496595,0.76423595,0.88597205,1,3,0,8.2985097,0.11745174
-7.914748,0.95976599,0.88597205,1,1,0,7.9407055,0.09712796
-6.7528785,0.95293779,0.88597205,1,3,0,8.5165565,0.26245242
-6.7667435,0.99354541,0.88597205,2,3,0,6.7980519,0.22634767
-6.7486161,0.99972682,0.88597205,1,3,0,6.7664403,0.24570673
-6.7486161,0.98254203,0.88597205,1,3,0,6.8349592,0.24570673
-6.7648122,0.98025322,0.88597205,2,3,0,6.882555,0.22757328
-7.4930889,0.90656995,0.88597205,2,3,0,7.5396311,0.12124358
-7.132123,1,0.88597205,1,1,0,7.4439851,0.15237077
-6.7836618,0.96384012,0.88597205,2,7,0,7.442326,0.2843189
-6.9213326,0.94094547,0.88597205,1,3,0,7.1536695,0.18162725
-7.0487444,0.97901694,0.88597205,1,1,0,7.0546376,0.16230506
-7.0212056,1,0.88597205,1,1,0,7.0847101,0.16597168
-6.7485401,0.9949414,0.88597205,1,3,0,7.0767762,0.24598957
-6.8019659,0.98675146,0.88597205,1,3,0,6.8267009,0.29247372
-6.8228077,0.96941509,0.88597205,1,3,0,7.0018892,0.20385406
-7.7177877,0.86758832,0.88597205,2,3,0,8.3295032,0.44390588
-7.172066,1,0.88597205,1,1,0,7.6005467,0.37492898
-6.9707972,1,0.88597205,2,3,0,7.1414727,0.33889897
-7.9123914,0.60048037,0.88597205,1,3,0,9.7943337,0.097240711
-7.3757587,1,0.88597205,1,1,0,7.8488104,0.12986366
-7.4149789,0.99492536,0.88597205,1,1,0,7.5015231,0.12685767
-7.3884674,1,0.88597205,1,1,0,7.5040717,0.12887483
-6.7684501,0.97287893,0.88597205,1,3,0,7.7838012,0.27581486
-6.7690572,0.90993443,0.88597205,2,3,0,7.3999375,0.22496382
-7.1592371,0.90711332,0.88597205,1,3,0,7.4010586,0.37290933
-6.7480258,0.99492754,0.88597205,1,3,0,7.1800238,0.25035867
-6.8736716,0.96919777,0.88597205,1,3,0,6.9305795,0.19108328
-6.7632933,0.99826138,0.88597205,1,3,0,6.8621074,0.22858994
-6.7577681,0.99863384,0.88597205,2,3,0,6.7785431,0.2328246
-6.7482701,0.9940942,0.88597205,2,3,0,6.8020008,0.25279259
-6.9847326,0.94009665,0.88597205,1,3,0,7.1096394,0.17120353
-6.7589821,0.98600172,0.88597205,1,3,0,7.1263839,0.26880417
-6.7589821,0.62066875,0.88597205,1,3,0,9.0889731,0.26880417
-6.9944183,0.95465546,0.88597205,1,3,0,7.0186097,0.34374502
-6.9732908,1,0.88597205,1,1,0,7.0396949,0.33942135
-6.9732908,0.80957472,0.88597205,1,1,0,7.5420953,0.33942135
-6.8455166,1,0.88597205,2,3,0,6.9460907,0.3077011
-7.1457594,0.84858923,0.88597205,1,3,0,7.7565562,0.15088483
-7.4001768,0.96479772,0.88597205,1,1,0,7.4110319,0.12797644
-6.8418783,0.98541389,0.88597205,1,3,0,7.3771276,0.19861679
-7.416543,0.91916705,0.88597205,1,3,0,7.4970251,0.12674053
-6.765332,1,0.88597205,2,3,0,7.2827157,0.27372438
-6.7573806,1,0.88597205,1,1,0,6.7641839,0.26735573
-6.758731,0.99609697,0.88597205,1,3,0,6.7867746,0.23201044
-6.7481516,0.98980974,0.88597205,2,3,0,6.8335029,0.2479893
-7.2062917,0.90338947,0.88597205,1,3,0,7.3378135,0.38018375
-7.1972524,1,0.88597205,1,1,0,7.317192,0.378814
-7.1972524,0.85859933,0.88597205,1,1,0,7.6307072,0.378814
-6.782666,0.96997367,0.88597205,2,3,0,7.4110678,0.28382358
-6.8414672,0.99533616,0.88597205,2,3,0,6.8420979,0.306443
-6.8456061,1,0.88597205,2,7,0,6.845607,0.19766504
-6.8400384,1,0.88597205,1,1,0,6.8609106,0.19909438
-6.9292449,0.98410167,0.88597205,1,1,0,6.9311973,0.18021282
-6.8330255,1,0.88597205,1,1,0,6.9128161,0.20096578
-6.8376421,0.99914303,0.88597205,1,1,0,6.8529616,0.19972452
-7.4354594,0.80034219,0.88597205,2,3,0,8.5010504,0.12533975
-6.9991746,0.91048332,0.88597205,1,3,0,8.5109443,0.34469463
-7.2321507,0.42387245,0.88597205,2,3,0,11.548411,0.14218778
-7.5943596,0.95321163,0.88597205,1,1,0,7.6000887,0.11460029
-7.4943751,1,0.88597205,1,1,0,7.6637177,0.12115495
-7.5030445,0.97520909,0.88597205,2,3,0,8.0973856,0.12056056
-7.8329149,0.9625932,0.88597205,1,1,0,7.8611912,0.10116473
-7.9540169,0.99587616,0.88597205,2,3,0,8.0645098,0.095278008
-7.8456004,0.9938702,0.88597205,2,7,0,7.9784097,0.45705705
-6.7559193,1,0.88597205,2,3,0,7.8401716,0.23451383
-7.5865718,0.90314799,0.88597205,2,3,0,7.7355765,0.42949911
-9.9491696,0.50722708,0.88597205,1,1,0,9.9632232,0.60954826
-9.4531944,1,0.88597205,2,7,0,9.7188758,0.049913839
-6.9472826,0.94694891,0.88597205,2,7,0,9.0435753,0.33383419
-6.7537792,0.98913857,0.88597205,1,3,0,7.0146365,0.23674911
-7.3906733,0.86616104,0.88597205,1,3,0,7.6278178,0.4058174
-7.3393945,1,0.88597205,2,7,0,7.3605744,0.13277622
-7.3170791,0.99699377,0.88597205,2,7,0,7.3536511,0.39605817
-6.7539294,0.99929878,0.88597205,1,3,0,7.2782564,0.26374852
-6.7491253,0.99921237,0.88597205,1,3,0,6.7595834,0.24415834
-6.7481191,0.902373,0.88597205,2,3,0,7.51773,0.25174739
-6.9322885,0.91473759,0.88597205,2,3,0,7.3112631,0.17967857
-7.1468381,0.98855293,0.88597205,2,3,0,7.1473549,0.15076874
-9.7922516,0.73134928,0.88597205,1,3,0,10.790924,0.043718952
-6.7670698,0.7499065,0.88597205,1,3,0,12.246235,0.27490988
-6.7670698,0.8405814,0.88597205,1,3,0,7.5134933,0.27490988
-6.7777543,0.99751904,0.88597205,1,1,0,6.7799083,0.28127432
-6.7644849,0.97840385,0.88597205,2,3,0,6.9371837,0.22778812
-7.45178,0.85422479,0.88597205,1,3,0,7.765477,0.41353006
-8.6727701,0.70467849,0.88597205,1,1,0,8.7161015,0.52798554
-7.0901652,1,0.88597205,2,7,0,8.2321803,0.36149708
-7.3119813,0.94146059,0.88597205,1,1,0,7.3601556,0.39536101
-7.8605107,0.95217084,0.88597205,2,3,0,7.9259266,0.45854126
-7.4687154,1,0.88597205,1,1,0,7.8724069,0.41561136
-7.0203993,1,0.88597205,2,7,0,7.4042475,0.16608247
-7.0099465,1,0.88597205,1,1,0,7.0625613,0.16753774
-6.81556,0.99844025,0.88597205,2,7,0,6.9774385,0.29770054
-7.1679861,0.89865077,0.88597205,2,3,0,7.5601447,0.37428976
-7.4198062,0.93294846,0.88597205,1,1,0,7.4835096,0.4095354
-6.7482134,0.99514864,0.88597205,1,3,0,7.4291166,0.25245286
-7.4617653,0.89813585,0.88597205,2,3,0,7.6771108,0.41476003
-6.8604449,1,0.88597205,2,3,0,7.3351781,0.19406761
-6.8371124,1,0.88597205,1,1,0,6.8673583,0.1998651
-7.0061906,0.97207657,0.88597205,2,3,0,7.1318547,0.16806948
-6.7551254,0.98683944,0.88597205,1,3,0,7.1391041,0.26509284
-6.8807258,0.94494472,0.88597205,2,3,0,7.1085261,0.1895653
-6.8365631,1,0.88597205,1,1,0,6.879664,0.20001136
-7.0890344,0.97712662,0.88597205,2,7,0,7.0920362,0.36130184
-7.0890344,0.85091514,0.88597205,1,1,0,7.5300795,0.36130184
-7.5127112,0.66634225,0.88597205,1,3,0,9.1418954,0.11990393
-7.7811354,0.96932377,0.88597205,1,1,0,7.8216972,0.1038561
-7.6094164,1,0.88597205,1,1,0,7.8347939,0.11366657
-8.1432822,0.94435901,0.88597205,1,1,0,8.1518709,0.087058257
-8.9761448,0.93377505,0.88597205,1,1,0,8.9790064,0.060521454
-7.0993895,1,0.88597205,2,3,0,8.8715457,0.15608565
-7.3937002,0.95538531,0.88597205,2,3,0,7.7209297,0.12847186
-7.808279,0.95118459,0.88597205,1,1,0,7.8178814,0.10243132
-7.5400095,1,0.88597205,1,1,0,7.8205535,0.11808359
-7.5332942,1,0.88597205,1,1,0,7.6568833,0.11852683
-6.827932,0.93587761,0.88597205,1,3,0,8.2498118,0.30204108
-6.9673226,0.98857787,0.88597205,2,3,0,6.9692179,0.33816662
-7.0123071,0.98832687,0.88597205,1,1,0,7.0566314,0.34727459
-7.095119,0.97828193,0.88597205,1,1,0,7.1441223,0.36234885
-7.031535,1,0.88597205,1,1,0,7.1356992,0.35094826
-7.3563918,0.97196937,0.88597205,2,3,0,7.3802758,0.40133997
-7.3563918,0.70767025,0.88597205,1,1,0,8.2500817,0.40133997
-6.9002,1,0.88597205,1,1,0,7.2365976,0.32278381
-8.3543787,0.49407747,0.88597205,2,7,0,10.602702,0.079042592
-7.1073923,0.95731114,0.88597205,1,3,0,8.3517113,0.15515714
-7.2454387,0.97992615,0.88597205,1,1,0,7.27083,0.14094674
-6.7545658,0.97043592,0.88597205,2,3,0,7.6274371,0.26447881
-6.7496741,0.99161848,0.88597205,2,3,0,6.8143098,0.24286043
-6.7854078,0.99015311,0.88597205,1,3,0,6.8095455,0.28517178
-7.051782,0.90027104,0.88597205,1,3,0,7.4029163,0.16191386
-7.3535127,0.87863021,0.88597205,1,3,0,8.3846143,0.40095863
-6.7889001,0.95573524,0.88597205,1,3,0,7.6397056,0.21544346
-6.7687225,0.99229469,0.88597205,1,3,0,6.8614804,0.2759899
-7.2667327,0.92917901,0.88597205,2,3,0,7.2668673,0.13900524
-6.7775055,0.99746422,0.88597205,2,7,0,7.1637153,0.28114005
-7.6443849,0.73610587,0.88597205,1,3,0,8.5044813,0.11154728
-6.8202143,0.97881088,0.88597205,1,3,0,7.6958313,0.20462159
-7.9475018,0.86821437,0.88597205,2,3,0,8.0271653,0.095581215
-9.5496493,0.90169652,0.88597205,2,7,0,9.745023,0.58656135
-7.4631147,1,0.88597205,1,1,0,8.9606653,0.41492563
-6.9646664,0.87032956,0.88597205,1,3,0,8.3545092,0.17429675
-6.7574808,0.98728787,0.88597205,1,3,0,7.0906794,0.26744972
-7.3853831,0.8785653,0.88597205,1,3,0,7.475469,0.40513385
-7.1425948,0.77961319,0.88597205,1,3,0,8.7425384,0.15122662
-9.0343445,0.79725243,0.88597205,1,3,0,9.5005775,0.059087727
-9.3824502,0.97183277,0.88597205,2,7,0,9.4008962,0.57633135
-7.8708944,1,0.88597205,1,1,0,9.0527149,0.4595691
-6.9197404,0.87935538,0.88597205,1,3,0,8.7323455,0.18191648
-6.9197404,0.6802796,0.88597205,1,3,0,9.6636857,0.18191648
-6.8051112,0.9297965,0.88597205,2,3,0,7.579401,0.20942853
-6.8051112,0.85283867,0.88597205,1,3,0,7.7525026,0.20942853
-6.9287244,0.95388342,0.88597205,1,3,0,7.1723993,0.32963964
-7.8759894,0.6184137,0.88597205,1,3,0,9.5827843,0.099008225
-6.9405702,0.9992149,0.88597205,2,3,0,7.8954181,0.17825103
-6.8883415,1,0.88597205,1,1,0,6.944772,0.18797803
-6.8211576,0.97321237,0.88597205,1,3,0,7.1437422,0.29970687
-6.85362,0.9920646,0.88597205,1,1,0,6.8641421,0.31014777
-6.951576,0.94327675,0.88597205,2,3,0,7.2759958,0.33477864
-6.8555033,0.96289124,0.88597205,2,3,0,7.2584467,0.31070373
-6.8312245,0.96035344,0.88597205,2,3,0,7.1696549,0.20146021
-6.8625349,0.99425495,0.88597205,1,1,0,6.8710437,0.19358312
-6.7555483,0.98225925,0.88597205,2,3,0,7.0315038,0.26554127
-6.7555483,0.83607859,0.88597205,1,3,0,7.5509236,0.26554127
-6.7570144,0.99988935,0.88597205,2,3,0,6.7583331,0.26700805
-6.7480621,0.99969848,0.88597205,1,3,0,6.7590502,0.24887848
-7.6622093,0.87488722,0.88597205,2,3,0,7.9297202,0.43792572
-7.0855155,1,0.88597205,2,3,0,7.519926,0.36069242
-7.0855155,0.73222211,0.88597205,1,1,0,7.8956101,0.36069242
-6.8427004,1,0.88597205,1,1,0,7.02407,0.3068288
-7.016208,0.90179728,0.88597205,1,3,0,7.4840811,0.16666173
-6.9220096,0.98822362,0.88597205,2,3,0,7.201206,0.18150475
-9.6037947,0.5963831,0.88597205,1,3,0,10.981587,0.047042159
-9.2824883,1,0.88597205,1,1,0,9.7324946,0.05342686
-8.6516322,1,0.88597205,2,3,0,9.2802984,0.069379283
-9.1064505,0.96888726,0.88597205,1,1,0,9.1832854,0.057369619
-6.9566146,1,0.88597205,2,3,0,8.8723634,0.17558704
-7.1624912,0.96479827,0.88597205,2,3,0,7.3929522,0.14910723
-6.9245904,0.93786016,0.88597205,1,3,0,7.848724,0.32867866
-7.074211,0.85516884,0.88597205,1,3,0,7.7829383,0.15909985
-6.8636727,0.99227872,0.88597205,2,3,0,7.1862871,0.19332151
-6.8021487,0.97551077,0.88597205,2,7,0,7.0605944,0.29254788
-6.931774,0.96864459,0.88597205,1,1,0,6.9318995,0.33034207
-7.0975154,0.58760751,0.88597205,2,3,0,9.9617405,0.15630509
-6.9300316,0.98883893,0.88597205,2,3,0,7.2765658,0.18007423
-6.7848673,0.98098102,0.88597205,1,3,0,7.1276637,0.28490982
-6.8555604,0.98313676,0.88597205,1,1,0,6.8559469,0.31072052
-7.1177306,0.97836487,0.88597205,2,3,0,7.1183146,0.3661679
-7.3195206,0.98213955,0.88597205,2,3,0,7.3772454,0.39639104
-6.9310518,1,0.88597205,1,1,0,7.2202464,0.3301762
-7.490061,0.78104881,0.88597205,2,3,0,8.4568207,0.41820214
-8.0413008,0.85425867,0.88597205,1,1,0,8.1502552,0.47580827
-6.7527104,1,0.88597205,1,3,0,7.9600726,0.26223282
-6.7533409,0.9981255,0.88597205,1,3,0,6.7672944,0.23725738
-6.754813,0.93488312,0.88597205,2,3,0,7.2631422,0.26475303
-6.7660472,0.86025393,0.88597205,2,3,0,7.7869144,0.22678157
-7.0151806,0.95514057,0.88597205,1,3,0,7.0614086,0.16680458
-6.9996221,0.92105666,0.88597205,2,3,0,7.9754524,0.34478355
-6.7922797,0.96536318,0.88597205,1,3,0,7.2203293,0.21409534
-6.8340095,0.99204068,0.88597205,1,1,0,6.8353993,0.20069809
-7.2500784,0.94333718,0.88597205,1,3,0,7.2898215,0.14051885
-7.5152383,0.96543369,0.88597205,1,1,0,7.5332629,0.11973333
-7.4463994,1,0.88597205,1,1,0,7.5922362,0.12454275
-6.805632,0.94752735,0.88597205,1,3,0,8.0280285,0.29393906
-6.7537468,0.99418869,0.88597205,1,3,0,6.8435429,0.23678605
-7.2339307,0.93652021,0.88597205,2,3,0,7.2671677,0.14202018
-7.7511499,0.93928742,0.88597205,2,3,0,8.1316231,0.10546716
-7.8329966,0.9915025,0.88597205,2,7,0,7.8438597,0.45579468
-7.0904469,1,0.88597205,2,7,0,7.6988356,0.15713967
-7.4222813,0.95327129,0.88597205,1,1,0,7.4236431,0.12631252
-6.8002195,0.95682482,0.88597205,1,3,0,7.9688694,0.29175914
-6.9632871,0.92298407,0.88597205,1,3,0,7.2766776,0.17451569
-6.8713344,1,0.88597205,1,1,0,6.9520087,0.19159702
-7.1236415,0.96234165,0.88597205,2,3,0,7.282092,0.1533127
-7.0127981,1,0.88597205,2,3,0,7.1253347,0.16713718
-7.0183012,0.99911407,0.88597205,1,1,0,7.0642154,0.16637173
-6.8511637,0.96068898,0.88597205,1,3,0,7.4337628,0.30941566
-6.9245758,0.92471384,0.88597205,1,3,0,7.3111915,0.18104293
-6.8723783,1,0.88597205,1,1,0,6.92627,0.19136686
-6.7480611,0.96904582,0.88597205,2,3,0,7.145584,0.25110983
-6.9086498,0.97838213,0.88597205,2,3,0,6.9174724,0.1839767
-6.829221,0.96552254,0.88597205,2,7,0,7.1960888,0.30247458
-7.5751595,0.73184791,0.88597205,2,7,0,8.5912243,0.11581021
-6.9064966,0.9968433,0.88597205,2,3,0,7.6299393,0.18438633
-6.903283,0.93632525,0.88597205,2,3,0,7.6601769,0.32355184
-6.8916871,0.92581185,0.88597205,2,7,0,7.334275,0.18729658
-7.7891518,0.88105298,0.88597205,1,3,0,7.9496822,0.10343206
-6.8531502,0.97425933,0.88597205,1,3,0,7.8384012,0.19580001
-6.974252,0.99295506,0.88597205,2,3,0,6.9751136,0.17279818
-6.9829637,0.9443747,0.88597205,1,3,0,7.6116861,0.34142299
-7.0619618,0.97942823,0.88597205,1,1,0,7.1040991,0.35653579
-8.0529328,0.76030451,0.88597205,1,1,0,8.0539534,0.47687653
-8.0270158,1,0.88597205,1,1,0,8.390512,0.47448973
-6.7487438,1,0.88597205,1,3,0,7.9973217,0.25477
-6.9413783,0.97175423,0.88597205,2,3,0,6.9918916,0.33251996
-6.8355549,1,0.88597205,1,1,0,6.9199349,0.30455954
-6.8683648,0.94810663,0.88597205,1,3,0,7.1614086,0.19225791
-6.8620869,1,0.88597205,1,1,0,6.8873503,0.19368654
-6.7520732,0.99338041,0.88597205,1,3,0,6.9207131,0.26136299
-6.7520732,0.77474971,0.88597205,1,3,0,8.0055374,0.26136299
-6.8239782,0.99091549,0.88597205,2,3,0,6.8244063,0.20351248
-6.9019615,0.98583021,0.88597205,1,1,0,6.9034101,0.18525995
-7.0939787,0.92169992,0.88597205,1,3,0,7.6493098,0.36215329
-7.0939787,0.89318829,0.88597205,2,3,0,7.879502,0.36215329
-7.7909488,0.8247501,0.88597205,1,1,0,7.8027894,0.45153042
-6.862961,0.9081794,0.88597205,1,3,0,8.4345546,0.19348498
-6.7483316,0.99789997,0.88597205,1,3,0,6.8804196,0.24689683
-6.7869367,0.99042153,0.88597205,1,3,0,6.8045408,0.28590318
-7.0812823,0.89204732,0.88597205,2,7,0,7.4632672,0.15823855
-7.2469502,0.96637829,0.88597205,2,3,0,7.5721067,0.14080704
-6.7670696,0.97314875,0.88597205,1,3,0,7.5564172,0.27490979
-7.0038452,0.92046419,0.88597205,1,3,0,7.2520721,0.16840399
-7.3224312,0.95246781,0.88597205,1,1,0,7.3224324,0.13417936
-6.7794913,0.98770981,0.88597205,1,3,0,7.354859,0.21954812
-7.0691019,0.92436795,0.88597205,1,3,0,7.3122793,0.35781051
-8.3726308,0.79941093,0.88597205,2,7,0,8.4899238,0.078398567
-8.8937519,0.96063003,0.88597205,1,1,0,8.9418526,0.062626749
-9.013795,0.97321363,0.88597205,2,3,0,10.075326,0.059589054
-7.0816939,0.95208591,0.88597205,2,7,0,8.7346688,0.36002726
-7.9649868,0.7830273,0.88597205,1,1,0,7.9692145,0.46867663
-7.8479584,1,0.88597205,2,7,0,7.8963065,0.10040334
-7.9087511,0.99134823,0.88597205,2,7,0,7.9337644,0.46327723
-7.9087511,0.8088455,0.88597205,1,1,0,8.6258053,0.46327723
-6.7525978,1,0.88597205,1,3,0,7.8384646,0.26208344
-6.7489059,0.99343151,0.88597205,2,3,0,6.7990785,0.24476838
-6.7489059,0.62428233,0.88597205,1,3,0,9.1035863,0.24476838
-6.7612255,0.99636329,0.88597205,1,3,0,6.7711488,0.27067
-6.7603593,1,0.88597205,1,1,0,6.7635746,0.26996929
-9.4874463,0.64925121,0.88597205,2,7,0,9.5122799,0.049242783
-9.1958341,1,0.88597205,2,3,0,9.6224686,0.055324688
-6.8596882,1,0.88597205,2,3,0,8.8715899,0.19424426
-6.7491722,0.99797796,0.88597205,1,3,0,6.870197,0.24403625
-6.7656583,0.7555274,0.88597205,2,3,0,8.8386225,0.22702773
-6.7675334,0.99383799,0.88597205,1,3,0,6.818472,0.27521725
-6.9336061,0.93842247,0.88597205,2,3,0,7.1606097,0.17944892
-6.7575013,1,0.88597205,2,3,0,6.8965564,0.2674689
-7.1108033,0.89573238,0.88597205,1,3,0,7.3959665,0.15476549
-7.3176073,0.97049486,0.88597205,1,1,0,7.3316694,0.13458379
-7.3025642,1,0.88597205,1,1,0,7.4008024,0.13586096
-7.0137825,1,0.88597205,1,1,0,7.2591891,0.16699953
-6.7608891,1,0.88597205,2,3,0,7.0052587,0.23031379
-6.7494634,0.86124481,0.88597205,2,3,0,7.9456403,0.25675167
-6.9106995,0.96620814,0.88597205,1,3,0,6.9434137,0.32537114
-6.7544275,1,0.88597205,2,3,0,6.8845156,0.2360326
-8.1792015,0.68764271,0.88597205,1,3,0,9.0340167,0.085615595
-7.5408153,1,0.88597205,2,3,0,8.1098385,0.1180306
-6.8719439,0.92439844,0.88597205,1,3,0,8.3941246,0.31537748
-6.7900623,1,0.88597205,2,7,0,6.8586093,0.21497328
-6.787455,0.9843856,0.88597205,2,7,0,6.9017878,0.28614801
-6.8009493,0.99679213,0.88597205,1,1,0,6.8070643,0.2920591
-6.7628983,0.99071537,0.88597205,1,3,0,6.8645993,0.22886294
-6.7752834,0.9905411,0.88597205,2,3,0,6.8501217,0.27991576
-6.7484922,0.99985601,0.88597205,2,3,0,6.776569,0.25384716
-6.7485554,0.99998612,0.88597205,1,1,0,6.7486418,0.25409834
-6.7491972,0.99985873,0.88597205,1,1,0,6.7492142,0.25609316
-7.356036,0.84380527,0.88597205,1,3,0,7.7434371,0.13142764
-6.7512027,1,0.88597205,2,3,0,7.2398405,0.26005747
-7.1644551,0.8881032,0.88597205,1,3,0,7.4421075,0.14890175
-6.8115291,0.99772757,0.88597205,2,7,0,7.0940134,0.29620697
-7.0928346,0.87746812,0.88597205,1,3,0,7.5594055,0.15685651
-7.0244767,0.91679666,0.88597205,2,7,0,7.91627,0.34961337
-7.3926259,0.90520824,0.88597205,1,1,0,7.4116687,0.40606903
-7.9955087,0.8424724,0.88597205,1,1,0,8.074639,0.47155511
-8.6524614,0.82681373,0.88597205,1,1,0,8.8818837,0.52646388
-7.2991261,1,0.88597205,1,1,0,8.2810467,0.39358986
-7.0914956,1,0.88597205,1,1,0,7.2930378,0.36172639
-8.2138073,0.88873224,0.88597205,2,3,0,8.2147171,0.49118214
-7.2964198,1,0.88597205,1,1,0,7.9870782,0.39321456
-6.7480948,0.99356526,0.88597205,1,3,0,7.3278973,0.24849105
-7.0203437,0.96317767,0.88597205,2,3,0,7.0350164,0.16609012
-6.750286,0.98929775,0.88597205,1,3,0,7.1276903,0.25847408
-6.8108399,0.99000478,0.88597205,2,3,0,6.8332449,0.29594718
-6.8108399,0.50331485,0.88597205,1,3,0,9.8586406,0.29594718
-6.8127758,1,0.88597205,2,7,0,6.8128192,0.20691171
-7.6833838,0.89773886,0.88597205,2,3,0,7.7707371,0.10926088
-7.6872859,0.99454034,0.88597205,2,7,0,7.7289182,0.44064502
-7.697268,0.99715146,0.88597205,1,1,0,7.9479131,0.44171774
-6.8085347,1,0.88597205,2,3,0,7.5612567,0.20828281
-7.0534262,0.97434965,0.88597205,2,7,0,7.0536323,0.35499438
-7.6412149,0.64640538,0.88597205,2,7,0,9.3688685,0.11173664
-6.8436827,0.97834662,0.88597205,1,3,0,7.6624844,0.19815349
-7.0656742,0.86577828,0.88597205,2,3,0,7.9815243,0.16015584
-7.0304898,1,0.88597205,1,1,0,7.0996641,0.1647105
-7.035075,0.99886405,0.88597205,2,7,0,7.0407759,0.35161202
-6.7480259,0.99589591,0.88597205,1,3,0,7.053141,0.25035947
-7.2154485,0.93569163,0.88597205,2,3,0,7.3325418,0.38155867
-7.361693,0.98681347,0.88597205,2,3,0,7.4536019,0.40203989
-6.8579721,0.92863883,0.88597205,2,3,0,7.9029859,0.31142573
-6.8337374,0.95906387,0.88597205,2,3,0,7.1814598,0.20077194
-7.4994366,0.90088582,0.88597205,1,3,0,7.6188979,0.12080728
-7.7486723,0.97122002,0.88597205,1,1,0,7.7920496,0.10560207
-8.3666799,0.94024854,0.88597205,1,1,0,8.3734605,0.078607748
-8.5296786,0.98681936,0.88597205,1,1,0,8.6723236,0.07314114
-6.7584828,0.93793877,0.88597205,1,3,0,9.6465409,0.26836433
-7.1382514,0.9471683,0.88597205,2,3,0,7.1398487,0.15169871
-8.4550555,0.85176664,0.88597205,1,3,0,8.640267,0.075577802
-7.7693545,0.98595078,0.88597205,2,3,0,8.9567252,0.10448433
-6.9054049,0.91641485,0.88597205,1,3,0,8.9001187,0.32407637
-6.9397153,0.99127395,0.88597205,1,1,0,6.970337,0.33214648
-6.9397153,0.92524757,0.88597205,1,1,0,7.165257,0.33214648
-7.0724764,0.85314565,0.88597205,1,3,0,7.8093981,0.15931297
-6.8204718,0.99523153,0.88597205,2,3,0,7.1351671,0.20454472
-6.8204718,0.85183538,0.88597205,1,3,0,7.8070133,0.20454472
