# stan_version_major = 2
# stan_version_minor = 37
# stan_version_patch = 0
# model = bernoulli_model
# start_datetime = 2025-12-19 18:49:09 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = bernoulli.data.json
# init = 2 (Default)
# random
#   seed = 1058755528 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.37.0-172-g8d78669
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 0.885972
# Diagonal elements of inverse mass matrix:
# 0.492229
-6.8356413,0.97045098,0.88597205,1,3,0,6.9666364,0.20025797
-6.7630554,0.99980093,0.88597205,2,7,0,6.8205786,0.27208065
-6.9329854,0.94249873,0.88597205,1,3,0,7.1120241,0.17955697
-6.7806705,0.99704139,0.88597205,2,3,0,6.9664915,0.2190006
-6.7488678,0.99820128,0.88597205,1,3,0,6.7947396,0.25516525
-6.8400725,0.98064981,0.88597205,1,3,0,6.8595083,0.30600382
-8.7944652,0.72156928,0.88597205,2,7,0,8.9122366,0.53692344
-7.3049843,1,0.88597205,1,1,0,8.3803225,0.39439933
-7.0908947,1,0.88597205,2,3,0,7.2961293,0.36162286
-7.0908947,0.51266765,0.88597205,1,3,0,9.8634391,0.36162286
-7.6330984,0.62671128,0.88597205,1,3,0,9.4365023,0.11222395
-7.542132,1,0.88597205,1,1,0,7.7120101,0.1179441
-7.4780138,1,0.88597205,1,1,0,7.6251516,0.12229123
-6.7606739,0.9511971,0.88597205,2,3,0,8.1302296,0.230476
-6.99944,0.93993506,0.88597205,1,3,0,7.1523715,0.34474738
-7.2389335,0.93796543,0.88597205,1,1,0,7.2639641,0.38502932
-6.9589773,1,0.88597205,1,1,0,7.1780552,0.33638551
-6.9298842,0.937042,0.88597205,2,3,0,7.4335212,0.32990742
-6.7499321,0.99344136,0.88597205,1,3,0,6.9712744,0.24232713
-6.8210439,0.9472555,0.88597205,2,3,0,7.1096036,0.20437443
-6.8691649,0.99114058,0.88597205,1,1,0,6.8733535,0.19207893
-6.8604941,0.97066778,0.88597205,1,3,0,7.1871357,0.31215559
-6.9137206,0.7913868,0.88597205,2,3,0,8.3149728,0.18302463
-9.1024828,0.67729997,0.88597205,1,3,0,10.048726,0.057462535
-8.5332275,1,0.88597205,2,3,0,9.1083035,0.073027899
-7.7406913,1,0.88597205,1,1,0,8.4550112,0.10603855
-6.8855938,0.97524739,0.88597205,1,3,0,7.7448079,0.1885448
-6.8932959,0.99954644,0.88597205,2,3,0,6.9171616,0.18697217
-8.6371021,0.87732156,0.88597205,2,3,0,8.7456718,0.52530714
-8.5096054,1,0.88597205,1,1,0,9.0644386,0.51550085
-7.3065824,1,0.88597205,2,7,0,8.2988057,0.13551741
-7.1830397,0.88723416,0.88597205,2,3,0,8.8218642,0.14698884
-7.0905496,1,0.88597205,1,1,0,7.2023735,0.15712746
-7.1981067,0.99468965,0.88597205,2,3,0,7.2278281,0.14547818
-7.3599665,0.97777955,0.88597205,1,1,0,7.3910454,0.13111304
-7.4619406,0.98693689,0.88597205,1,1,0,7.5269923,0.12342652
-6.779115,0.98483669,0.88597205,1,3,0,7.533064,0.21972511
-6.7837547,0.98798481,0.88597205,2,7,0,6.8744197,0.2843648
-9.3062555,0.65869177,0.88597205,2,7,0,9.3403867,0.052920249
-10.027721,0.92444217,0.88597205,2,7,0,11.09827,0.61384686
-9.3149747,1,0.88597205,1,1,0,10.409832,0.57209103
-9.5217942,1,0.88597205,2,7,0,9.5516713,0.048580629
-10.005204,0.99209495,0.88597205,2,3,0,10.114271,0.040287994
-6.7895076,0.98755427,0.88597205,2,7,0,9.4993554,0.21519679
-7.1472882,0.97087681,0.88597205,2,3,0,7.1527674,0.37100199
-7.6578929,0.60843685,0.88597205,1,3,0,9.6233479,0.11074638
-6.8444806,0.97788396,0.88597205,1,3,0,7.6823478,0.1979502
-6.8180504,1,0.88597205,1,1,0,6.846853,0.2052738
-6.8715882,0.99671072,0.88597205,2,3,0,6.874714,0.19154094
-6.7871038,0.98377919,0.88597205,1,3,0,7.0395039,0.28598228
-7.5945558,0.7422643,0.88597205,1,3,0,8.4558377,0.11458804
-6.7576343,1,0.88597205,2,3,0,7.4274837,0.26759284
-7.1440402,0.94623266,0.88597205,2,3,0,7.1459456,0.15107028
-7.1440402,0.97438685,0.88597205,1,1,0,7.3213489,0.15107028
-6.8706844,0.94853036,0.88597205,1,3,0,7.6963517,0.31503001
-7.2306799,0.96772436,0.88597205,2,3,0,7.2307413,0.38381849
-8.5344686,0.69144692,0.88597205,1,1,0,8.5421065,0.5174426
-11.662443,0.41865975,0.88597205,1,1,0,11.770439,0.69034834
-8.5885451,1,0.88597205,1,1,0,10.929234,0.52161605
-7.2293234,1,0.88597205,1,1,0,8.2099318,0.38361859
-6.8791089,0.915652,0.88597205,1,3,0,7.7858757,0.18990902
-6.8818833,0.95992801,0.88597205,1,3,0,7.2455696,0.31806404
-6.8623259,0.93785904,0.88597205,2,3,0,7.3502428,0.19363134
-6.8221234,0.97438133,0.88597205,1,3,0,7.1001186,0.30004565
-6.9650179,0.96499256,0.88597205,1,1,0,6.96617,0.33767788
-7.5437605,0.8558662,0.88597205,1,1,0,7.5453529,0.42456838
-7.1794911,1,0.88597205,1,1,0,7.4958659,0.37608508
-6.7526015,0.99856219,0.88597205,1,3,0,7.1540427,0.26208848
-6.7609366,0.99569417,0.88597205,1,3,0,6.7814422,0.23027817
-6.7535767,0.97874997,0.88597205,2,3,0,6.918529,0.23698142
-8.1079597,0.83659327,0.88597205,2,3,0,8.4469197,0.48186597
-8.1079597,0.56717374,0.88597205,1,1,0,9.6372277,0.48186597
-6.7493772,0.99546743,0.88597205,2,3,0,8.2108343,0.24352956
-6.9559435,0.9537925,0.88597205,1,3,0,7.0305479,0.17569593
-7.665052,0.91138944,0.88597205,1,3,0,7.7264588,0.1103258
-6.7510322,0.97942275,0.88597205,1,3,0,7.9415216,0.24038535
-6.8127655,0.99120182,0.88597205,2,3,0,6.8271117,0.206915
-7.1640505,0.95001173,0.88597205,1,3,0,7.1992875,0.14894403
-6.9531173,1,0.88597205,1,1,0,7.1317056,0.17615689
-7.0223808,0.92909636,0.88597205,1,3,0,7.6386861,0.349214
-6.8442258,0.94259324,0.88597205,1,3,0,7.4006713,0.19801501
-6.9060114,0.90411412,0.88597205,2,3,0,7.6833839,0.1844791
-6.8277083,0.85672509,0.88597205,2,3,0,8.5517196,0.30196551
-7.5032399,0.74360702,0.88597205,1,3,0,8.436457,0.12054722
-6.8451506,0.99475549,0.88597205,2,7,0,7.3743335,0.3075884
-6.9703046,0.91058453,0.88597205,2,7,0,7.3947093,0.17341051
-6.7588419,0.99587951,0.88597205,1,3,0,6.9722125,0.23191912
-6.7705489,0.99679704,0.88597205,2,3,0,6.7900221,0.22411371
-7.4484125,0.85463174,0.88597205,1,3,0,7.7884537,0.41311341
-7.5259844,0.99278951,0.88597205,2,3,0,7.6949433,0.42248413
-7.0879749,1,0.88597205,1,1,0,7.4319025,0.36111866
-7.2548993,0.95577145,0.88597205,1,1,0,7.3100139,0.38734515
-6.9524432,1,0.88597205,2,7,0,7.2175028,0.1762674
-7.7292274,0.90274845,0.88597205,1,3,0,7.8108168,0.10667064
-6.7748315,0.95275644,0.88597205,2,3,0,8.451578,0.22182633
-6.8174778,0.93691724,0.88597205,2,3,0,7.2565439,0.20544823
-7.5393888,0.84189294,0.88597205,1,3,0,8.074325,0.42405786
-8.2274161,0.9402998,0.88597205,2,3,0,8.3334767,0.4923545
-7.4744961,1,0.88597205,1,1,0,8.0957824,0.41631651
-6.9607362,1,0.88597205,1,1,0,7.3394569,0.33676356
-6.7524766,0.99002852,0.88597205,1,3,0,7.0228199,0.23832667
-6.7587955,0.99417286,0.88597205,2,3,0,6.7993021,0.26864095
-6.8675221,0.96291371,0.88597205,1,3,0,6.9833979,0.19244716
-6.8167904,1,0.88597205,1,1,0,6.8614093,0.20565869
-6.9208887,0.9810738,0.88597205,1,1,0,6.9209184,0.18170772
-7.6106506,0.9359616,0.88597205,2,7,0,7.6106625,0.43221973
-7.0649657,0.81245955,0.88597205,1,3,0,8.8532416,0.16024429
-6.7827724,0.97811222,0.88597205,1,3,0,7.3338474,0.28387685
-7.8393627,0.68035399,0.88597205,1,3,0,8.9271865,0.10083728
-7.9845553,0.98529375,0.88597205,1,1,0,8.0879679,0.093875925
-7.1610593,0.91948572,0.88597205,2,3,0,9.4308434,0.14925745
-6.8102028,0.96136622,0.88597205,1,3,0,7.5708018,0.29570584
-6.7999678,0.93404749,0.88597205,2,3,0,7.2729086,0.2112228
-7.954392,0.89416931,0.88597205,2,3,0,8.0678182,0.46766903
-7.5127061,1,0.88597205,2,3,0,7.9566959,0.4209125
-7.5290763,1,0.88597205,2,7,0,7.5310549,0.11880673
-7.5357962,0.99918619,0.88597205,1,1,0,7.6529706,0.11836135
-6.8471706,0.93756566,0.88597205,1,3,0,8.3138224,0.30820796
-6.8097829,1,0.88597205,1,1,0,6.8453028,0.29554611
-6.9217024,0.97277107,0.88597205,1,1,0,6.9228261,0.32800117
-6.8677984,1,0.88597205,1,1,0,6.9260058,0.31422758
-6.7499874,1,0.88597205,2,3,0,6.8518194,0.24221758
-6.7499874,0.7967895,0.88597205,1,3,0,7.915817,0.24221758
-6.8992244,0.96776165,0.88597205,1,3,0,6.9450442,0.18579453
-6.8958237,1,0.88597205,1,1,0,6.9256132,0.18646667
-6.8365137,0.97229945,0.88597205,1,3,0,7.1887481,0.3048689
-6.9856434,0.96318295,0.88597205,1,1,0,6.9880939,0.34197078
-7.2025283,0.94390248,0.88597205,1,1,0,7.2268657,0.37961499
-7.3694756,0.9549973,0.88597205,1,1,0,7.4545328,0.40306236
-7.0574952,1,0.88597205,2,3,0,7.3152891,0.35573161
-6.971381,1,0.88597205,1,1,0,7.0729041,0.33902152
-6.806317,0.96108391,0.88597205,1,3,0,7.2240852,0.20902081
-6.7813994,0.98898153,0.88597205,1,3,0,6.9182437,0.28318365
-7.183034,0.90950712,0.88597205,2,3,0,7.4762316,0.3766335
-6.7522601,1,0.88597205,2,3,0,7.1506737,0.23861078
-7.0124337,0.93896952,0.88597205,1,3,0,7.1318829,0.34729916
-6.8865636,1,0.88597205,1,1,0,6.9929475,0.31929705
-6.8436805,1,0.88597205,1,1,0,6.8899062,0.30713373
-7.4309223,0.75803851,0.88597205,1,3,0,8.3396789,0.12567309
-7.642965,0.97448508,0.88597205,1,1,0,7.6879099,0.11163203
-7.8266567,0.97986751,0.88597205,1,1,0,7.8997321,0.10148413
-11.47248,0.78233939,0.88597205,3,7,0,11.5601,0.023447793
-7.7273422,1,0.88597205,2,3,0,11.215132,0.10677517
-7.54653,1,0.88597205,1,1,0,7.7705881,0.117656
-7.5439711,1,0.88597205,2,3,0,7.6667564,0.11782348
-8.4378226,0.93739034,0.88597205,2,7,0,8.5788807,0.5098109
-7.1309227,1,0.88597205,1,1,0,8.0723363,0.36834658
-7.2306517,0.97325486,0.88597205,1,1,0,7.3078775,0.38381435
-6.823781,0.93985193,0.88597205,1,3,0,7.6173826,0.20356982
-6.7657162,0.95280325,0.88597205,2,3,0,7.216583,0.22699088
-7.3821986,0.87854241,0.88597205,1,3,0,7.5908816,0.12936077
-7.4534069,0.99090216,0.88597205,1,1,0,7.5303834,0.12403715
-6.7480851,0.97942994,0.88597205,1,3,0,7.7060016,0.25140899
-8.6317324,0.55025384,0.88597205,1,3,0,10.137284,0.069975409
-7.9265902,1,0.88597205,1,1,0,8.5730215,0.096564363
-6.8569474,1,0.88597205,2,3,0,7.8551683,0.19488996
-6.9566777,0.94752882,0.88597205,1,3,0,7.3309144,0.33588908
-7.4870201,0.86751779,0.88597205,1,1,0,7.4889966,0.41783522
-7.6393278,0.95774785,0.88597205,1,1,0,7.8051505,0.43541299
-10.413871,0.45120458,0.88597205,1,1,0,10.422346,0.63403296
-7.6834195,1,0.88597205,1,1,0,9.6437519,0.44022806
-7.1266081,1,0.88597205,1,1,0,7.554227,0.36763785
-7.2478602,0.96755483,0.88597205,1,1,0,7.3202109,0.38632833
-6.7481099,0.99914904,0.88597205,2,3,0,7.2723889,0.25166222
-6.9147264,0.97682631,0.88597205,2,3,0,6.9502811,0.32634293
-6.8780674,0.93521831,0.88597205,1,3,0,7.3218337,0.19013175
-7.5940957,0.90598898,0.88597205,1,3,0,7.6965845,0.11461678
-7.3493292,1,0.88597205,1,1,0,7.5935083,0.13196788
-6.9098712,0.9147961,0.88597205,2,7,0,8.1509228,0.32516987
-7.0379966,0.96738808,0.88597205,1,1,0,7.0554947,0.352157
-7.0897886,0.98632104,0.88597205,1,1,0,7.1512374,0.3614321
-7.0897886,0.51031005,0.88597205,1,3,0,9.8808167,0.3614321
-9.7837546,0.59140451,0.88597205,2,7,0,10.031058,0.043862736
-9.1067145,1,0.88597205,1,1,0,9.7947097,0.057363443
-7.6119102,0.99602144,0.88597205,2,3,0,9.3090716,0.11351317
-6.9422324,0.88688961,0.88597205,2,7,0,8.7066106,0.3327112
-7.1549415,0.86913107,0.88597205,2,3,0,7.8546158,0.37222661
-7.4277163,0.92763977,0.88597205,1,1,0,7.4854626,0.41053182
-6.7480583,0.99354375,0.88597205,1,3,0,7.4568378,0.24893228
-6.9187476,0.96170768,0.88597205,1,3,0,6.9729716,0.3273026
-7.0537064,0.86401502,0.88597205,1,3,0,7.7258418,0.16166731
-6.9447513,0.93685666,0.88597205,1,3,0,7.6910523,0.33327296
-6.9325164,1,0.88597205,1,1,0,6.9838134,0.33051225
-7.2576699,0.78671955,0.88597205,1,3,0,8.204708,0.13982462
-6.7819264,0.95800484,0.88597205,2,7,0,7.634739,0.28345126
-6.9568614,0.93017742,0.88597205,1,3,0,7.215208,0.17554705
-6.9326071,0.9029308,0.88597205,2,3,0,7.9546441,0.17962295
-7.0690928,0.9777639,0.88597205,1,1,0,7.0750657,0.1597308
-7.0690928,0.83577377,0.88597205,1,3,0,8.5683642,0.1597308
-6.7838017,0.99397179,0.88597205,1,3,0,7.0524424,0.21759607
-6.763009,1,0.88597205,1,1,0,6.7797477,0.22878602
-6.7885069,0.99487244,0.88597205,1,1,0,6.7885223,0.21560412
-6.7748155,0.99060944,0.88597205,1,3,0,6.8737804,0.27965194
-6.8044236,0.97999047,0.88597205,1,3,0,6.9112077,0.20966313
-6.7602961,0.99383706,0.88597205,2,3,0,6.8707897,0.26991725
-6.7539481,0.99719409,0.88597205,1,3,0,6.7813206,0.23655867
-6.8994687,0.97136293,0.88597205,1,3,0,6.9314859,0.18574659
-7.6210922,0.95273054,0.88597205,2,3,0,7.6220881,0.43338822
-6.777252,1,0.88597205,2,3,0,7.5283834,0.22061879
-6.7491309,0.99957263,0.88597205,1,3,0,6.7765444,0.24414378
-7.062124,0.928453,0.88597205,1,3,0,7.1916934,0.16060035
-7.3530851,0.95799544,0.88597205,1,1,0,7.3553439,0.1316648
-7.3971215,0.9942442,0.88597205,1,1,0,7.4791551,0.1282097
-7.8398652,0.94820055,0.88597205,1,1,0,7.8470476,0.10081183
-6.7491,0.9694769,0.88597205,1,3,0,8.236163,0.24422533
-7.5165631,0.89616632,0.88597205,2,3,0,7.5368063,0.11964406
-6.8059647,0.98234006,0.88597205,1,3,0,7.5542335,0.20913946
-6.7696511,0.99136223,0.88597205,1,3,0,6.8916237,0.27657862
-6.8842714,0.97284394,0.88597205,2,3,0,6.9852804,0.31869562
-6.9221372,0.94774993,0.88597205,2,3,0,7.2803984,0.32810349
-6.9302623,0.99930764,0.88597205,2,3,0,6.9707502,0.32999455
-6.9519419,0.84888475,0.88597205,2,3,0,8.0000339,0.17634973
-6.7928825,0.99902328,0.88597205,2,7,0,6.922236,0.28862563
-6.7672477,1,0.88597205,1,1,0,6.7875364,0.27502828
-6.7914192,0.98482292,0.88597205,1,3,0,6.8701759,0.21443317
-6.8040413,0.98677652,0.88597205,1,3,0,6.9354311,0.29330881
-6.9030865,0.97599541,0.88597205,1,1,0,6.9041561,0.3235031
-6.8885628,0.94646098,0.88597205,1,3,0,7.3267398,0.18793266
-6.8045812,1,0.88597205,2,3,0,6.8729506,0.20960921
-7.5633886,0.87245962,0.88597205,1,3,0,7.7589761,0.11656295
-6.892856,0.99324025,0.88597205,2,7,0,7.4442151,0.3209248
-6.9518491,0.93776806,0.88597205,2,3,0,7.3544998,0.33483839
-6.9003242,1,0.88597205,1,1,0,6.9648429,0.32281489
-8.035645,0.5660685,0.88597205,1,3,0,9.8564984,0.091598304
-6.7557158,0.96879447,0.88597205,1,3,0,8.4606651,0.2347118
-6.8159098,0.99063369,0.88597205,2,3,0,6.8382787,0.20593001
-7.1982877,0.90005071,0.88597205,1,3,0,7.5993905,0.37897153
-6.9585023,0.90875083,0.88597205,2,3,0,7.9640971,0.17528186
-7.0952418,0.99271154,0.88597205,2,3,0,7.1037907,0.15657233
-7.0813037,1,0.88597205,1,1,0,7.1469769,0.15823596
-7.588202,0.93893222,0.88597205,2,3,0,7.883604,0.11498594
-6.7580432,0.97208223,0.88597205,1,3,0,8.03712,0.26796854
-7.3750783,0.82447626,0.88597205,1,3,0,7.8698925,0.12991701
-7.1898975,1,0.88597205,1,1,0,7.3749544,0.14629692
-6.7711561,0.97899133,0.88597205,1,3,0,7.4861642,0.27750749
-6.8704408,0.64117431,0.88597205,2,3,0,9.5333595,0.19179491
-6.7805095,0.9856379,0.88597205,1,3,0,7.021509,0.28272707
-6.7781975,0.9936457,0.88597205,2,3,0,6.8410142,0.28151224
-6.9835317,0.92291196,0.88597205,1,3,0,7.2533584,0.17138403
-7.9314322,0.90617632,0.88597205,2,3,0,8.1255074,0.09633536
-6.7774878,0.97715434,0.88597205,1,3,0,8.1886872,0.22050402
-6.9339343,0.98845765,0.88597205,2,3,0,6.9339684,0.33083643
-6.9198143,1,0.88597205,2,7,0,6.9274689,0.18190303
-6.9411179,0.95468365,0.88597205,1,3,0,7.4310009,0.33246157
-7.0541766,0.85999372,0.88597205,1,3,0,7.7711338,0.16160721
-7.1096425,0.99146368,0.88597205,1,1,0,7.1470853,0.1548985
-7.0770393,1,0.88597205,1,1,0,7.1520067,0.15875392
-6.9852802,1,0.88597205,1,1,0,7.0815068,0.17112141
-8.8765464,0.75153705,0.88597205,2,3,0,9.4876651,0.063078012
-8.0999852,1,0.88597205,1,1,0,8.8163003,0.088844209
-6.7774956,0.92616998,0.88597205,1,3,0,9.0214298,0.2811347
-6.7582146,0.99999638,0.88597205,2,7,0,6.7745397,0.23244213
-6.7480836,0.99060989,0.88597205,2,3,0,6.8270942,0.24861126
-6.7483827,0.99967755,0.88597205,2,3,0,6.7503631,0.25336878
-6.7632281,0.99693862,0.88597205,1,3,0,6.7659423,0.27220939
-7.722276,0.82376482,0.88597205,2,3,0,8.215387,0.44438151
-7.0155059,1,0.88597205,1,1,0,7.5321534,0.34789405
-6.7497321,0.99781413,0.88597205,1,3,0,7.0100342,0.25735787
-6.8489155,0.98448704,0.88597205,2,3,0,6.8798685,0.30873844
-6.753014,0.99968768,0.88597205,1,3,0,6.8375638,0.26262678
-7.2744184,0.8569216,0.88597205,1,3,0,7.6490724,0.13831819
-7.2716594,1,0.88597205,1,1,0,7.3594065,0.13856401
-7.0842084,1,0.88597205,1,1,0,7.2582857,0.15788559
-6.7897559,0.99372002,0.88597205,1,3,0,7.0641633,0.21509657
-7.7090303,0.83344426,0.88597205,1,3,0,8.0188416,0.10779928
-7.6370384,0.99478353,0.88597205,2,7,0,7.7287925,0.43515988
-7.9561633,0.91253183,0.88597205,1,1,0,8.136206,0.46783779
-7.6223913,1,0.88597205,1,1,0,8.034177,0.43353313
-7.0596185,1,0.88597205,1,1,0,7.4812729,0.35611457
-6.8995018,1,0.88597205,1,1,0,7.0302535,0.32260889
-6.9584946,0.90399976,0.88597205,1,3,0,7.4780329,0.17528311
-6.7480875,0.96391069,0.88597205,2,3,0,7.3054926,0.25143562
-8.2648171,0.64665823,0.88597205,1,3,0,9.3880175,0.082311188
-8.423495,0.98661339,0.88597205,1,1,0,8.5596422,0.076641301
-7.1104785,0.9549647,0.88597205,1,3,0,8.4362088,0.15480268
-6.938286,1,0.88597205,1,1,0,7.0854845,0.17864103
-6.7560038,0.98882848,0.88597205,1,3,0,7.0461497,0.26601077
-6.7496254,1,0.88597205,2,7,0,6.7546605,0.24296574
-7.0333338,0.93624349,0.88597205,1,3,0,7.1431204,0.16432941
-7.3700429,0.95089072,0.88597205,1,1,0,7.3700839,0.13031318
-7.4766005,0.99547863,0.88597205,2,3,0,7.5415531,0.12239029
-6.7566262,0.98751298,0.88597205,1,3,0,7.628288,0.23384603
-6.8449823,0.98446449,0.88597205,1,3,0,6.8560018,0.19782285
-6.7770852,0.82449857,0.88597205,2,3,0,8.6611321,0.28091196
-6.7565564,0.99487742,0.88597205,1,3,0,6.8131472,0.23391068
-7.0760618,0.93524013,0.88597205,1,3,0,7.1697187,0.15887326
-7.1077639,0.90868859,0.88597205,1,3,0,8.032446,0.36449815
-6.8531265,0.93319473,0.88597205,1,3,0,7.5449925,0.19580574
-8.4261118,0.82244057,0.88597205,2,3,0,8.49839,0.076552353
-7.9453456,1,0.88597205,1,1,0,8.4139121,0.095681887
-6.8392157,0.97109209,0.88597205,1,3,0,8.0644893,0.19930966
-8.1767261,0.84694596,0.88597205,2,3,0,8.2562774,0.085713913
-8.2133176,0.99670656,0.88597205,1,1,0,8.3863902,0.084276747
-6.8015243,0.99141006,0.88597205,2,7,0,7.933087,0.29229408
-6.829792,0.99318415,0.88597205,1,1,0,6.8365865,0.30266558
-7.0199777,0.95330044,0.88597205,1,1,0,7.020436,0.34875434
-7.0199777,0.81010078,0.88597205,1,1,0,7.5813512,0.34875434
-6.9673264,1,0.88597205,1,1,0,7.0490798,0.33816742
-6.7480281,0.99663626,0.88597205,1,3,0,6.9826531,0.25044509
-7.1424026,0.91665469,0.88597205,1,3,0,7.248444,0.37021458
-7.3085051,0.748831,0.88597205,2,7,0,8.7552925,0.13535366
-7.1307938,1,0.88597205,1,1,0,7.3036014,0.15251748
-7.3400161,0.99017026,0.88597205,2,3,0,7.3556142,0.13272535
-6.8793731,0.92116197,0.88597205,2,7,0,8.0597727,0.31739451
-9.3305081,0.64391741,0.88597205,2,7,0,9.4206016,0.052409283
-9.5642756,0.98716103,0.88597205,1,1,0,9.7427515,0.047776277
-9.5084782,1,0.88597205,1,1,0,9.8184273,0.048836066
-6.7573879,0.99527433,0.88597205,2,7,0,9.0425629,0.23315747
-8.0686216,0.70711606,0.88597205,2,3,0,8.9905332,0.090171348
-6.7595168,0.95158775,0.88597205,1,3,0,8.841909,0.26926453
-6.9591468,0.93645251,0.88597205,1,3,0,7.143613,0.17517804
-6.9989356,0.99344355,0.88597205,1,1,0,7.0261217,0.16911041
-6.9424828,1,0.88597205,2,3,0,7.0100913,0.17792662
-6.8513228,1,0.88597205,2,3,0,6.9290911,0.19624463
-7.3897387,0.86925763,0.88597205,1,3,0,7.9658199,0.40569683
-7.4729835,0.97691715,0.88597205,1,1,0,7.6243647,0.41613225
-7.0357339,1,0.88597205,2,3,0,7.3704747,0.35173514
-7.2393949,0.94670376,0.88597205,1,1,0,7.276678,0.38509672
-7.193869,1,0.88597205,2,7,0,7.2158297,0.14589954
-6.9862863,0.92231502,0.88597205,1,3,0,8.0337369,0.34210178
-7.2162745,0.94056074,0.88597205,1,1,0,7.2394222,0.38168208
-6.9000876,0.9080937,0.88597205,1,3,0,7.8285623,0.18562534
-7.6438111,0.95142754,0.88597205,2,3,0,7.6452364,0.43590773
-7.8305451,0.94794637,0.88597205,1,1,0,8.0345052,0.45554831
-9.7853467,0.83398774,0.88597205,2,3,0,9.8520186,0.60035709
-8.836071,1,0.88597205,1,1,0,9.9291289,0.53991101
-8.5078249,1,0.88597205,1,1,0,9.1669738,0.51536124
-7.4910314,1,0.88597205,2,7,0,8.4089743,0.12138561
-6.7480447,0.96353149,0.88597205,2,3,0,8.007618,0.2491532
-6.7630386,0.99796277,0.88597205,2,3,0,6.7648684,0.22876557
-6.7485615,0.99259945,0.88597205,2,3,0,6.8197363,0.25412182
-6.7481594,0.96194718,0.88597205,2,3,0,7.0226043,0.2520781
-6.7697621,0.98225779,0.88597205,2,3,0,6.8656258,0.22455829
-7.6613011,0.82420424,0.88597205,1,3,0,8.0147188,0.11054582
-7.5948919,0.84860956,0.88597205,2,3,0,10.278904,0.43044335
-6.7705485,1,0.88597205,2,3,0,7.5159567,0.22411392
-6.751882,0.97639846,0.88597205,2,3,0,6.9489603,0.23912533
-6.7527879,0.80446536,0.88597205,2,3,0,8.4483767,0.23793022
-6.8444779,0.93460595,0.88597205,2,3,0,7.2069897,0.19795088
-6.7747016,0.98404621,0.88597205,2,7,0,6.965573,0.27958742
-7.5468957,0.89248571,0.88597205,2,7,0,7.5469276,0.1176321
-7.3834224,0.97972527,0.88597205,2,3,0,8.0337416,0.12926563
-6.8106052,0.99657324,0.88597205,2,7,0,7.2656843,0.29585839
-6.7705283,1,0.88597205,1,1,0,6.8014404,0.27712368
-7.2089017,0.87157548,0.88597205,2,7,0,7.6375592,0.14441689
-6.8218147,0.95554342,0.88597205,1,3,0,7.6828905,0.29993758
-6.873526,0.94833819,0.88597205,1,3,0,7.1457805,0.19111512
-6.807266,0.97761179,0.88597205,1,3,0,7.0885082,0.29457798
-6.7920862,0.95294241,0.88597205,2,3,0,7.1450352,0.214171
-7.3366378,0.87430323,0.88597205,1,3,0,7.7201243,0.39870645
-8.7479149,0.66858674,0.88597205,1,1,0,8.7641751,0.5335403
-8.0211971,1,0.88597205,1,1,0,8.7643913,0.47395052
-7.3860454,1,0.88597205,2,3,0,7.9149556,0.40521958
-7.3384508,1,0.88597205,2,7,0,7.3575448,0.1328535
-6.7524236,0.9534154,0.88597205,2,3,0,7.9161545,0.23839552
-6.8493416,0.97431377,0.88597205,1,3,0,6.9117521,0.30886733
-6.9513217,0.9915455,0.88597205,2,3,0,6.9591724,0.33472295
-7.204372,0.82746034,0.88597205,1,3,0,8.1280671,0.14486013
-7.0544791,1,0.88597205,1,1,0,7.1987545,0.16156858
-6.8978492,1,0.88597205,1,1,0,7.0295667,0.18606527
-6.9062933,0.96139993,0.88597205,1,3,0,7.3259247,0.32429502
-6.7480219,1,0.88597205,2,3,0,6.901485,0.25006307
-6.81581,0.99091592,0.88597205,2,3,0,6.8211099,0.20596088
-6.7501127,0.9961365,0.88597205,1,3,0,6.8479213,0.25814102
-6.7481628,0.99998404,0.88597205,1,3,0,6.7499008,0.25210367
-6.7714349,0.99698061,0.88597205,2,3,0,6.7727383,0.22362278
-6.7646962,0.96496601,0.88597205,2,3,0,7.041646,0.22764917
-7.1522597,0.90878426,0.88597205,1,3,0,7.3748826,0.3717987
-7.5621567,0.89279605,0.88597205,1,1,0,7.6042945,0.42670221
-7.8266586,0.6129556,0.88597205,1,3,0,10.900608,0.10148403
